message;severity;node;stamp;location
"x: 2.075257; y: 1.004506; omega: 1.499749";"20";"tug_turtlebot4.simple_turtle";"1734542446.988900013";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:145"
"x: 2.075062; y: 1.001762; omega: 1.499832";"20";"tug_turtlebot4.simple_turtle";"1734542446.981336950";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:145"
"x: 2.074965; y: 1.000390; omega: 1.499873";"20";"tug_turtlebot4.simple_turtle";"1734542446.977984358";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:145"
"x: 2.074867; y: 0.999018; omega: 1.499915";"20";"tug_turtlebot4.simple_turtle";"1734542446.975528274";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:145"
"x: 2.074770; y: 0.997646; omega: 1.499956";"20";"tug_turtlebot4.simple_turtle";"1734542446.972577866";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:145"
"x: 2.074672; y: 0.996274; omega: 1.499997";"20";"tug_turtlebot4.simple_turtle";"1734542446.967142892";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:145"
"x: 2.074575; y: 0.994902; omega: 1.500039";"20";"tug_turtlebot4.simple_turtle";"1734542446.961459154";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:145"
"x: 2.074478; y: 0.993530; omega: 1.500080";"20";"tug_turtlebot4.simple_turtle";"1734542446.958928454";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:145"
"x: 2.074284; y: 0.990786; omega: 1.500163";"20";"tug_turtlebot4.simple_turtle";"1734542446.950903547";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:145"
"x: 2.074187; y: 0.989414; omega: 1.500204";"20";"tug_turtlebot4.simple_turtle";"1734542446.947224667";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:145"
"x: 2.074090; y: 0.988042; omega: 1.500246";"20";"tug_turtlebot4.simple_turtle";"1734542446.943947658";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:145"
"x: 2.073896; y: 0.985297; omega: 1.500329";"20";"tug_turtlebot4.simple_turtle";"1734542446.936404309";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:145"
"x: 2.073799; y: 0.983925; omega: 1.500370";"20";"tug_turtlebot4.simple_turtle";"1734542446.933213418";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:145"
"x: 2.073703; y: 0.982553; omega: 1.500412";"20";"tug_turtlebot4.simple_turtle";"1734542446.928443629";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:145"
"x: 2.073606; y: 0.981181; omega: 1.500453";"20";"tug_turtlebot4.simple_turtle";"1734542446.923664919";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:145"
