message;severity;node;stamp;location
"POSE: x: 1.309839; y: 0.798135; omega: -1.467295";"20";"tug_turtlebot4.simple_turtle";"1734544741.404924551";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.316668; y: 0.821522; omega: 4.808441";"20";"tug_turtlebot4.simple_turtle";"1734544741.372987139";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.311073; y: 0.799059; omega: -1.478168";"20";"tug_turtlebot4.simple_turtle";"1734544741.372816496";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.317968; y: 0.807716; omega: 4.803143";"20";"tug_turtlebot4.simple_turtle";"1734544741.336567002";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.312180; y: 0.805353; omega: -1.496582";"20";"tug_turtlebot4.simple_turtle";"1734544741.336420552";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.318922; y: 0.796731; omega: 4.790797";"20";"tug_turtlebot4.simple_turtle";"1734544741.305536458";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.312808; y: 0.816864; omega: -1.517723";"20";"tug_turtlebot4.simple_turtle";"1734544741.305413905";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.317940; y: 0.810511; omega: 4.776196";"20";"tug_turtlebot4.simple_turtle";"1734544741.273019875";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.312189; y: 0.830486; omega: -1.532256";"20";"tug_turtlebot4.simple_turtle";"1734544741.272910780";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.317159; y: 0.824304; omega: 4.761595";"20";"tug_turtlebot4.simple_turtle";"1734544741.241879123";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.311769; y: 0.844116; omega: -1.546790";"20";"tug_turtlebot4.simple_turtle";"1734544741.241609781";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.316579; y: 0.838106; omega: 4.746994";"20";"tug_turtlebot4.simple_turtle";"1734544741.205591000";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.311546; y: 0.857751; omega: -1.561323";"20";"tug_turtlebot4.simple_turtle";"1734544741.205452401";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.316202; y: 0.851916; omega: 4.732393";"20";"tug_turtlebot4.simple_turtle";"1734544741.173243654";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.311521; y: 0.871387; omega: -1.575857";"20";"tug_turtlebot4.simple_turtle";"1734544741.173102044";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.316027; y: 0.865730; omega: 4.717792";"20";"tug_turtlebot4.simple_turtle";"1734544741.139831716";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.311695; y: 0.885022; omega: -1.590390";"20";"tug_turtlebot4.simple_turtle";"1734544741.139701726";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.316053; y: 0.879545; omega: 4.703191";"20";"tug_turtlebot4.simple_turtle";"1734544741.108221938";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.312067; y: 0.898654; omega: -1.604923";"20";"tug_turtlebot4.simple_turtle";"1734544741.108077729";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.316280; y: 0.893358; omega: 4.688590";"20";"tug_turtlebot4.simple_turtle";"1734544741.073414597";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.312637; y: 0.912278; omega: -1.619457";"20";"tug_turtlebot4.simple_turtle";"1734544741.073111626";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.316710; y: 0.907166; omega: 4.673989";"20";"tug_turtlebot4.simple_turtle";"1734544741.041369598";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.313404; y: 0.925893; omega: -1.633990";"20";"tug_turtlebot4.simple_turtle";"1734544741.041104777";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.317341; y: 0.920966; omega: 4.659388";"20";"tug_turtlebot4.simple_turtle";"1734544741.007419647";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.314370; y: 0.939495; omega: -1.648523";"20";"tug_turtlebot4.simple_turtle";"1734544741.007265099";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.318176; y: 0.934799; omega: 4.644413";"20";"tug_turtlebot4.simple_turtle";"1734544740.972381299";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.315533; y: 0.953082; omega: -1.663057";"20";"tug_turtlebot4.simple_turtle";"1734544740.972207258";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.319211; y: 0.948575; omega: 4.629812";"20";"tug_turtlebot4.simple_turtle";"1734544740.940812319";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.316894; y: 0.966650; omega: -1.677590";"20";"tug_turtlebot4.simple_turtle";"1734544740.940706951";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.320451; y: 0.962379; omega: 4.615588";"20";"tug_turtlebot4.simple_turtle";"1734544740.911556659";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.318451; y: 0.980198; omega: -1.692123";"20";"tug_turtlebot4.simple_turtle";"1734544740.911232904";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.321888; y: 0.976118; omega: 4.600987";"20";"tug_turtlebot4.simple_turtle";"1734544740.876814276";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.320205; y: 0.993721; omega: -1.706657";"20";"tug_turtlebot4.simple_turtle";"1734544740.876530991";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.323525; y: 0.989836; omega: 4.586386";"20";"tug_turtlebot4.simple_turtle";"1734544740.844828465";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.322156; y: 1.007217; omega: -1.721190";"20";"tug_turtlebot4.simple_turtle";"1734544740.844687718";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.325364; y: 1.003528; omega: 4.571785";"20";"tug_turtlebot4.simple_turtle";"1734544740.812863468";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.324302; y: 1.020683; omega: -1.735723";"20";"tug_turtlebot4.simple_turtle";"1734544740.812728857";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.327401; y: 1.017192; omega: 4.557184";"20";"tug_turtlebot4.simple_turtle";"1734544740.779577706";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.326644; y: 1.034117; omega: -1.750257";"20";"tug_turtlebot4.simple_turtle";"1734544740.779444304";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.329639; y: 1.030824; omega: 4.542583";"20";"tug_turtlebot4.simple_turtle";"1734544740.745987057";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.329181; y: 1.047516; omega: -1.764790";"20";"tug_turtlebot4.simple_turtle";"1734544740.745787447";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.332075; y: 1.044423; omega: 4.527982";"20";"tug_turtlebot4.simple_turtle";"1734544740.712871477";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.331913; y: 1.060876; omega: -1.779323";"20";"tug_turtlebot4.simple_turtle";"1734544740.712728195";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.334710; y: 1.057984; omega: 4.513381";"20";"tug_turtlebot4.simple_turtle";"1734544740.680742137";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.334838; y: 1.074195; omega: -1.793857";"20";"tug_turtlebot4.simple_turtle";"1734544740.680542874";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.337541; y: 1.071505; omega: 4.498780";"20";"tug_turtlebot4.simple_turtle";"1734544740.649452080";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.337957; y: 1.087470; omega: -1.808390";"20";"tug_turtlebot4.simple_turtle";"1734544740.649285269";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.340581; y: 1.085026; omega: 4.483805";"20";"tug_turtlebot4.simple_turtle";"1734544740.615712275";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.341268; y: 1.100698; omega: -1.822923";"20";"tug_turtlebot4.simple_turtle";"1734544740.615580091";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.343808; y: 1.098459; omega: 4.469204";"20";"tug_turtlebot4.simple_turtle";"1734544740.583735888";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.344771; y: 1.113877; omega: -1.837457";"20";"tug_turtlebot4.simple_turtle";"1734544740.583621171";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.347230; y: 1.111843; omega: 4.454603";"20";"tug_turtlebot4.simple_turtle";"1734544740.550190953";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.348465; y: 1.127003; omega: -1.851990";"20";"tug_turtlebot4.simple_turtle";"1734544740.549907466";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.350847; y: 1.125176; omega: 4.440002";"20";"tug_turtlebot4.simple_turtle";"1734544740.516731668";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.352350; y: 1.140075; omega: -1.866524";"20";"tug_turtlebot4.simple_turtle";"1734544740.516596849";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.354659; y: 1.138455; omega: 4.425401";"20";"tug_turtlebot4.simple_turtle";"1734544740.482603104";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.356424; y: 1.153088; omega: -1.881057";"20";"tug_turtlebot4.simple_turtle";"1734544740.482315812";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.358664; y: 1.151676; omega: 4.410800";"20";"tug_turtlebot4.simple_turtle";"1734544740.446402151";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.360687; y: 1.166041; omega: -1.895590";"20";"tug_turtlebot4.simple_turtle";"1734544740.446146457";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.362862; y: 1.164838; omega: 4.396199";"20";"tug_turtlebot4.simple_turtle";"1734544740.412615108";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.365137; y: 1.178931; omega: -1.910124";"20";"tug_turtlebot4.simple_turtle";"1734544740.412350520";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.367252; y: 1.177937; omega: 4.381598";"20";"tug_turtlebot4.simple_turtle";"1734544740.378797184";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.369775; y: 1.191755; omega: -1.924657";"20";"tug_turtlebot4.simple_turtle";"1734544740.378675543";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.371833; y: 1.190970; omega: 4.366997";"20";"tug_turtlebot4.simple_turtle";"1734544740.343587571";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.374598; y: 1.204510; omega: -1.939190";"20";"tug_turtlebot4.simple_turtle";"1734544740.343188638";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.376619; y: 1.203976; omega: 4.352772";"20";"tug_turtlebot4.simple_turtle";"1734544740.311114673";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.379606; y: 1.217193; omega: -1.953724";"20";"tug_turtlebot4.simple_turtle";"1734544740.310975248";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.381579; y: 1.216870; omega: 4.338171";"20";"tug_turtlebot4.simple_turtle";"1734544740.276747139";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.384798; y: 1.229803; omega: -1.968257";"20";"tug_turtlebot4.simple_turtle";"1734544740.276423023";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.386743; y: 1.229730; omega: 4.323196";"20";"tug_turtlebot4.simple_turtle";"1734544740.243306212";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.390173; y: 1.242335; omega: -1.982790";"20";"tug_turtlebot4.simple_turtle";"1734544740.243112719";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.392079; y: 1.242473; omega: 4.308595";"20";"tug_turtlebot4.simple_turtle";"1734544740.210597676";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.395729; y: 1.254788; omega: -1.997324";"20";"tug_turtlebot4.simple_turtle";"1734544740.210474809";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.397599; y: 1.255137; omega: 4.293994";"20";"tug_turtlebot4.simple_turtle";"1734544740.177820162";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.401466; y: 1.267159; omega: -2.011857";"20";"tug_turtlebot4.simple_turtle";"1734544740.177637377";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.403305; y: 1.267719; omega: 4.279393";"20";"tug_turtlebot4.simple_turtle";"1734544740.144524338";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.407382; y: 1.279446; omega: -2.026390";"20";"tug_turtlebot4.simple_turtle";"1734544740.144269448";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.409193; y: 1.280215; omega: 4.264792";"20";"tug_turtlebot4.simple_turtle";"1734544740.110935406";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.413476; y: 1.291645; omega: -2.040924";"20";"tug_turtlebot4.simple_turtle";"1734544740.110817057";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.415263; y: 1.292625; omega: 4.250191";"20";"tug_turtlebot4.simple_turtle";"1734544740.078287097";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.419746; y: 1.303754; omega: -2.055457";"20";"tug_turtlebot4.simple_turtle";"1734544740.078148157";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.421513; y: 1.304945; omega: 4.235590";"20";"tug_turtlebot4.simple_turtle";"1734544740.044185165";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.426192; y: 1.315771; omega: -2.069991";"20";"tug_turtlebot4.simple_turtle";"1734544740.044044944";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.427944; y: 1.317172; omega: 4.220989";"20";"tug_turtlebot4.simple_turtle";"1734544740.009184016";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.432811; y: 1.327693; omega: -2.084524";"20";"tug_turtlebot4.simple_turtle";"1734544740.008979554";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.434551; y: 1.329305; omega: 4.206388";"20";"tug_turtlebot4.simple_turtle";"1734544739.976892056";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.439604; y: 1.339517; omega: -2.099057";"20";"tug_turtlebot4.simple_turtle";"1734544739.976752057";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.441336; y: 1.341339; omega: 4.191787";"20";"tug_turtlebot4.simple_turtle";"1734544739.941648564";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.446567; y: 1.351242; omega: -2.113591";"20";"tug_turtlebot4.simple_turtle";"1734544739.941487948";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.448295; y: 1.353273; omega: 4.177186";"20";"tug_turtlebot4.simple_turtle";"1734544739.908392435";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.453700; y: 1.362864; omega: -2.128124";"20";"tug_turtlebot4.simple_turtle";"1734544739.908123808";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.455451; y: 1.365140; omega: 4.162211";"20";"tug_turtlebot4.simple_turtle";"1734544739.874296521";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.461001; y: 1.374381; omega: -2.142657";"20";"tug_turtlebot4.simple_turtle";"1734544739.874070973";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.462757; y: 1.376866; omega: 4.147610";"20";"tug_turtlebot4.simple_turtle";"1734544739.840682035";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.468469; y: 1.385791; omega: -2.157191";"20";"tug_turtlebot4.simple_turtle";"1734544739.840363301";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.470233; y: 1.388483; omega: 4.133009";"20";"tug_turtlebot4.simple_turtle";"1734544739.808245398";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.476102; y: 1.397091; omega: -2.171724";"20";"tug_turtlebot4.simple_turtle";"1734544739.807947000";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.477878; y: 1.399990; omega: 4.118408";"20";"tug_turtlebot4.simple_turtle";"1734544739.775083540";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.483898; y: 1.408279; omega: -2.186257";"20";"tug_turtlebot4.simple_turtle";"1734544739.774893496";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.485715; y: 1.411419; omega: 4.104184";"20";"tug_turtlebot4.simple_turtle";"1734544739.739294543";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.491856; y: 1.419353; omega: -2.200791";"20";"tug_turtlebot4.simple_turtle";"1734544739.738969504";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.493694; y: 1.422697; omega: 4.089583";"20";"tug_turtlebot4.simple_turtle";"1734544739.706360476";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.499974; y: 1.430309; omega: -2.215324";"20";"tug_turtlebot4.simple_turtle";"1734544739.706191983";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.501836; y: 1.433858; omega: 4.074982";"20";"tug_turtlebot4.simple_turtle";"1734544739.671833148";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.508251; y: 1.441147; omega: -2.229857";"20";"tug_turtlebot4.simple_turtle";"1734544739.671657968";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.510141; y: 1.444898; omega: 4.060381";"20";"tug_turtlebot4.simple_turtle";"1734544739.636921858";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.516684; y: 1.451863; omega: -2.244391";"20";"tug_turtlebot4.simple_turtle";"1734544739.636627229";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.518605; y: 1.455816; omega: 4.045780";"20";"tug_turtlebot4.simple_turtle";"1734544739.601370579";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.525272; y: 1.462455; omega: -2.258924";"20";"tug_turtlebot4.simple_turtle";"1734544739.600786041";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.527229; y: 1.466608; omega: 4.031179";"20";"tug_turtlebot4.simple_turtle";"1734544739.568346358";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.534013; y: 1.472922; omega: -2.273458";"20";"tug_turtlebot4.simple_turtle";"1734544739.568200362";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.536009; y: 1.477274; omega: 4.016578";"20";"tug_turtlebot4.simple_turtle";"1734544739.532013646";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.542905; y: 1.483260; omega: -2.287991";"20";"tug_turtlebot4.simple_turtle";"1734544739.530957546";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
"ENCODER: x: 1.544972; y: 1.487844; omega: 4.001603";"20";"tug_turtlebot4.simple_turtle";"1734544739.491704010";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:157"
"POSE: x: 1.551946; y: 1.493468; omega: -2.302524";"20";"tug_turtlebot4.simple_turtle";"1734544739.491327805";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:156"
