x_dis,y_diy,yaw,time
1.01076,0.691747,2.28871,25.272
1.0017,0.70236,2.26311,25.302
0.992922,0.713254,2.23291,25.332
0.984477,0.724409,2.2026,25.362
0.976375,0.735814,2.17229,25.392
0.968621,0.747461,2.14198,25.422
0.961224,0.759336,2.11167,25.452
0.954191,0.771431,2.08136,25.482
0.947527,0.783732,2.05105,25.512
0.941239,0.796231,2.02075,25.542
0.935332,0.808914,1.99044,25.572
0.929813,0.82177,1.96013,25.602
0.924686,0.834788,1.92982,25.632
0.919955,0.847955,1.89951,25.662
0.915626,0.861259,1.8692,25.692
0.911702,0.874688,1.83889,25.722
0.908187,0.88823,1.80858,25.752
0.905084,0.901873,1.77827,25.785
0.902396,0.915603,1.74796,25.812
0.900125,0.929408,1.71765,25.842
0.898273,0.943276,1.68734,25.872
0.896843,0.957194,1.65703,25.902
0.895835,0.971148,1.62672,25.932
0.89525,0.985127,1.59642,25.962
0.895089,0.999117,1.56611,25.992
0.895352,1.01311,1.5358,26.022
0.896039,1.02708,1.50549,26.052
0.897149,1.04103,1.47518,26.082
0.898682,1.05493,1.44487,26.112
0.900635,1.06879,1.41456,26.142
0.903007,1.08258,1.38425,26.175
0.905796,1.09629,1.35394,26.202
0.908999,1.1099,1.32363,26.232
0.912613,1.12342,1.29332,26.262
0.916635,1.13682,1.26301,26.292
0.921061,1.15009,1.2327,26.322
0.925888,1.16323,1.2024,26.352
0.93111,1.17621,1.17209,26.382
0.936723,1.18902,1.14178,26.412
0.942722,1.20166,1.11147,26.442
0.949102,1.21411,1.08116,26.472
0.955856,1.22637,1.05085,26.502
0.962978,1.23841,1.02054,26.532
0.970461,1.25023,0.99023,26.562
0.9783,1.26182,0.959921,26.592
0.986486,1.27316,0.929612,26.622
0.995012,1.28426,0.899302,26.652
1.00387,1.29509,0.868993,26.682
1.01305,1.30564,0.838684,26.712
1.02255,1.31591,0.808375,26.742
1.03236,1.3259,0.778065,26.772
1.04246,1.33557,0.747756,26.799
1.05285,1.34494,0.717447,26.832
1.06352,1.35399,0.687138,26.862
1.07446,1.36271,0.656828,26.892
1.08566,1.3711,0.626519,26.922
1.09711,1.37914,0.59621,26.952
1.1088,1.38683,0.5659,26.982
1.12071,1.39417,0.535591,27.012
1.13284,1.40113,0.505282,27.042
1.14518,1.40773,0.474973,27.072
1.15771,1.41396,0.444663,27.102
1.17042,1.41979,0.414354,27.132
1.18331,1.42525,0.384045,27.162
1.19635,1.4303,0.353736,27.192
1.20955,1.43496,0.323426,27.222
1.22287,1.43922,0.293117,27.252
1.23632,1.44308,0.262808,27.285
1.24988,1.44652,0.232499,27.312
1.26354,1.44955,0.202189,27.342
1.27729,1.45217,0.17188,27.372
1.2911,1.45436,0.141571,27.402
1.30498,1.45614,0.111261,27.432
1.31891,1.4575,0.0809522,27.462
1.33287,1.45843,0.0506429,27.492
1.34685,1.45895,0.0203336,27.522
1.36084,1.45903,-0.00997563,27.552
1.37244,1.45902,-0.0407652,27.582
1.37862,1.45905,-0.0719265,27.612
1.37994,1.45906,-0.093235,27.642
1.37998,1.45906,-0.099228,27.672
